batch_characters,iteration,model,latency_ns
1,2363,structured_50,168900
1,2363,dense,181500
1,2364,dense,211900
1,2364,structured_50,182400
1,2365,structured_50,172100
1,2365,dense,184100
1,2366,dense,185600
1,2366,structured_50,171100
1,2367,structured_50,168300
1,2367,dense,182100
1,2368,dense,182300
1,2368,structured_50,169300
1,2369,structured_50,167900
1,2369,dense,205800
1,2370,dense,184800
1,2370,structured_50,169400
1,2371,structured_50,164400
1,2371,dense,178600
1,2372,dense,179500
1,2372,structured_50,167800
1,2373,structured_50,164500
1,2373,dense,178500
1,2374,dense,227200
1,2374,structured_50,187500
1,2375,structured_50,170700
1,2375,dense,183400
1,2376,dense,179900
1,2376,structured_50,168600
1,2377,structured_50,165700
1,2377,dense,179000
1,2378,dense,179000
1,2378,structured_50,167600
1,2379,structured_50,164100
1,2379,dense,177200
1,2380,dense,206200
1,2380,structured_50,174100
1,2381,structured_50,166100
1,2381,dense,179200
1,2382,dense,180500
1,2382,structured_50,170100
1,2383,structured_50,169700
1,2383,dense,181900
1,2384,dense,182700
1,2384,structured_50,172500
1,2385,structured_50,171000
1,2385,dense,210100
1,2386,dense,187900
1,2386,structured_50,176000
1,2387,structured_50,170700
1,2387,dense,182900
1,2388,dense,180800
1,2388,structured_50,177100
1,2389,structured_50,168500
1,2389,dense,181800
1,2390,dense,180700
1,2390,structured_50,170300
1,2391,structured_50,196700
1,2391,dense,189800
1,2392,dense,183600
1,2392,structured_50,172500
1,2393,structured_50,168800
1,2393,dense,181900
1,2394,dense,180700
1,2394,structured_50,173900
1,2395,structured_50,172700
1,2395,dense,187600
1,2396,dense,186700
1,2396,structured_50,204400
1,2397,structured_50,179900
1,2397,dense,190700
1,2398,dense,187500
1,2398,structured_50,174800
1,2399,structured_50,173900
1,2399,dense,184900
1,2400,dense,185900
1,2400,structured_50,176800
1,2401,structured_50,173200
1,2401,dense,184900
1,2402,dense,216500
1,2402,structured_50,181200
1,2403,structured_50,175600
1,2403,dense,189300
1,2404,dense,188300
1,2404,structured_50,179100
1,2405,structured_50,175800
1,2405,dense,194800
1,2406,dense,196200
1,2406,structured_50,181800
1,2407,structured_50,194800
1,2407,dense,207200
1,2408,dense,191800
1,2408,structured_50,177600
1,2409,structured_50,174200
1,2409,dense,191100
1,2410,dense,188600
1,2410,structured_50,177500
1,2411,structured_50,173900
1,2411,dense,187800
1,2412,dense,188100
1,2412,structured_50,200600
1,2413,structured_50,183800
1,2413,dense,190500
1,2414,dense,186100
1,2414,structured_50,176100
1,2415,structured_50,173600
1,2415,dense,187800
1,2416,dense,186300
1,2416,structured_50,178300
1,2417,structured_50,172800
1,2417,dense,186100
1,2418,dense,216300
1,2418,structured_50,183700
1,2419,structured_50,175500
1,2419,dense,189400
1,2420,dense,192200
1,2420,structured_50,176000
1,2421,structured_50,172500
1,2421,dense,187000
1,2422,dense,185300
1,2422,structured_50,175300
1,2423,structured_50,173100
1,2423,dense,219000
1,2424,dense,192600
1,2424,structured_50,180300
1,2425,structured_50,175300
1,2425,dense,185800
1,2426,dense,187400
1,2426,structured_50,175900
1,2427,structured_50,176700
1,2427,dense,186900
1,2428,dense,186100
1,2428,structured_50,187000
1,2429,structured_50,191900
1,2429,dense,193200
1,2430,dense,190500
1,2430,structured_50,175800
1,2431,structured_50,173400
1,2431,dense,188200
1,2432,dense,187900
1,2432,structured_50,181000
1,2433,structured_50,173800
1,2433,dense,189500
1,2434,dense,523900
1,2434,structured_50,362100
1,2435,structured_50,243300
1,2435,dense,226000
1,2436,dense,261900
1,2436,structured_50,185900
1,2437,structured_50,177100
1,2437,dense,224600
1,2438,dense,190700
1,2438,structured_50,176100
1,2439,structured_50,173000
1,2439,dense,186600
1,2440,dense,186600
1,2440,structured_50,174500
1,2441,structured_50,171400
1,2441,dense,184100
1,2442,dense,184100
1,2442,structured_50,172300
1,2443,structured_50,203400
1,2443,dense,191300
1,2444,dense,184700
1,2444,structured_50,173800
1,2445,structured_50,172100
1,2445,dense,482300
1,2446,dense,287600
1,2446,structured_50,191900
1,2447,structured_50,184800
1,2447,dense,192700
1,2448,dense,196300
1,2448,structured_50,189200
1,2449,structured_50,181300
1,2449,dense,189500
1,2450,dense,226300
1,2450,structured_50,178900
1,2451,structured_50,170200
1,2451,dense,183100
1,2452,dense,189100
1,2452,structured_50,171400
1,2453,structured_50,168300
1,2453,dense,183100
1,2454,dense,183200
1,2454,structured_50,172700
1,2455,structured_50,168700
1,2455,dense,213300
1,2456,dense,187400
1,2456,structured_50,211500
1,2457,structured_50,186900
1,2457,dense,181500
1,2458,dense,182800
1,2458,structured_50,219900
1,2459,structured_50,370200
1,2459,dense,281200
1,2460,dense,729800
1,2460,structured_50,282800
1,2461,structured_50,187100
1,2461,dense,203600
1,2462,dense,190300
1,2462,structured_50,179300
1,2463,structured_50,169200
1,2463,dense,183500
1,2464,dense,184700
1,2464,structured_50,199800
1,2465,structured_50,172000
1,2465,dense,180500
1,2466,dense,177800
1,2466,structured_50,167400
1,2467,structured_50,164100
1,2467,dense,174600
1,2468,dense,174800
1,2468,structured_50,165800
1,2469,structured_50,162000
1,2469,dense,176000
1,2470,dense,199200
1,2470,structured_50,177300
1,2471,structured_50,165800
1,2471,dense,177900
1,2472,dense,171000
1,2472,structured_50,162000
1,2473,structured_50,157100
1,2473,dense,172100
1,2474,dense,169800
1,2474,structured_50,160500
1,2475,structured_50,159400
1,2475,dense,172600
1,2476,dense,198400
1,2476,structured_50,167700
1,2477,structured_50,162700
1,2477,dense,172800
1,2478,dense,171200
1,2478,structured_50,161300
1,2479,structured_50,159200
1,2479,dense,170900
1,2480,dense,174500
1,2480,structured_50,160600
1,2481,structured_50,158000
1,2481,dense,171500
1,2482,dense,198800
1,2482,structured_50,167200
1,2483,structured_50,161500
1,2483,dense,172700
1,2484,dense,182300
1,2484,structured_50,160900
1,2485,structured_50,160400
1,2485,dense,171600
1,2486,dense,168700
1,2486,structured_50,171300
1,2487,structured_50,162700
1,2487,dense,197400
1,2488,dense,226100
1,2488,structured_50,174000
1,2489,structured_50,170000
1,2489,dense,311700
1,2490,dense,224400
1,2490,structured_50,173600
1,2491,structured_50,168800
1,2491,dense,176600
1,2492,dense,178000
1,2492,structured_50,163200
1,2493,structured_50,158900
1,2493,dense,170800
1,2494,dense,170000
1,2494,structured_50,188400
1,2495,structured_50,169600
1,2495,dense,172900
1,2496,dense,172600
1,2496,structured_50,160500
1,2497,structured_50,157300
1,2497,dense,170000
1,2498,dense,169700
1,2498,structured_50,159600
1,2499,structured_50,160400
1,2499,dense,169400
7,0,dense,629000
7,0,structured_50,371200
7,1,structured_50,390300
7,1,dense,459700
7,2,dense,429400
7,2,structured_50,351600
7,3,structured_50,337700
7,3,dense,443000
7,4,dense,441200
7,4,structured_50,336900
7,5,structured_50,353000
7,5,dense,438400
7,6,dense,440700
7,6,structured_50,358500
7,7,structured_50,339800
7,7,dense,434700
7,8,dense,475100
7,8,structured_50,370300
7,9,structured_50,521000
7,9,dense,450000
7,10,dense,438800
7,10,structured_50,339200
7,11,structured_50,360300
7,11,dense,498400
7,12,dense,556800
7,12,structured_50,509900
7,13,structured_50,597100
7,13,dense,504700
7,14,dense,418800
7,14,structured_50,340600
7,15,structured_50,358300
7,15,dense,423800
7,16,dense,412000
7,16,structured_50,334800
7,17,structured_50,333800
7,17,dense,418600
7,18,dense,422300
7,18,structured_50,341700
7,19,structured_50,328800
7,19,dense,397300
7,20,dense,403000
7,20,structured_50,362600
7,21,structured_50,337700
7,21,dense,400300
7,22,dense,404100
7,22,structured_50,336000
7,23,structured_50,355800
7,23,dense,409700
7,24,dense,412300
7,24,structured_50,659600
7,25,structured_50,578900
7,25,dense,459600
7,26,dense,456000
7,26,structured_50,365200
7,27,structured_50,338300
7,27,dense,415200
7,28,dense,410900
7,28,structured_50,395200
7,29,structured_50,384600
7,29,dense,419000
7,30,dense,458800
7,30,structured_50,392400
7,31,structured_50,399300
7,31,dense,467200
7,32,dense,464100
7,32,structured_50,404100
7,33,structured_50,392900
7,33,dense,483500
7,34,dense,481300
7,34,structured_50,415700
7,35,structured_50,382900
7,35,dense,477300
7,36,dense,475800
7,36,structured_50,602000
7,37,structured_50,1342800
7,37,dense,560800
7,38,dense,486300
7,38,structured_50,397100
7,39,structured_50,401400
7,39,dense,465400
7,40,dense,464600
7,40,structured_50,377600
7,41,structured_50,403800
7,41,dense,466300
7,42,dense,421400
7,42,structured_50,447000
7,43,structured_50,386100
7,43,dense,456600
7,44,dense,455000
7,44,structured_50,395100
7,45,structured_50,378400
7,45,dense,467800
7,46,dense,460300
7,46,structured_50,381500
7,47,structured_50,379000
7,47,dense,461700
7,48,dense,501900
7,48,structured_50,437900
7,49,structured_50,774600
7,49,dense,676200
7,50,dense,492700
7,50,structured_50,423100
7,51,structured_50,419300
7,51,dense,460000
7,52,dense,470900
7,52,structured_50,397500
7,53,structured_50,385600
7,53,dense,467500
7,54,dense,501900
7,54,structured_50,496400
7,55,structured_50,390900
7,55,dense,478900
7,56,dense,512300
7,56,structured_50,400600
7,57,structured_50,407300
7,57,dense,485600
7,58,dense,489700
7,58,structured_50,434700
7,59,structured_50,413100
7,59,dense,487900
7,60,dense,462900
7,60,structured_50,732500
7,61,structured_50,553800
7,61,dense,556500
7,62,dense,586300
7,62,structured_50,508600
7,63,structured_50,475000
7,63,dense,557200
7,64,dense,470800
7,64,structured_50,366300
7,65,structured_50,369200
7,65,dense,440400
7,66,dense,467800
7,66,structured_50,372400
7,67,structured_50,372400
7,67,dense,446500
7,68,dense,451700
7,68,structured_50,403600
7,69,structured_50,379700
7,69,dense,450500
7,70,dense,436700
7,70,structured_50,358700
7,71,structured_50,391400
7,71,dense,437600
7,72,dense,436200
7,72,structured_50,404000
7,73,structured_50,379400
7,73,dense,521600
7,74,dense,524100
7,74,structured_50,383700
7,75,structured_50,369200
7,75,dense,482800
7,76,dense,450400
7,76,structured_50,366800
7,77,structured_50,353600
7,77,dense,436600
7,78,dense,482300
7,78,structured_50,396200
7,79,structured_50,383800
7,79,dense,470900
7,80,dense,505300
7,80,structured_50,421200
7,81,structured_50,399800
7,81,dense,471700
7,82,dense,469000
7,82,structured_50,419700
7,83,structured_50,388900
7,83,dense,470600
7,84,dense,468700
7,84,structured_50,390000
7,85,structured_50,400400
7,85,dense,466600
7,86,dense,538300
7,86,structured_50,400300
7,87,structured_50,423600
7,87,dense,475600
7,88,dense,468300
7,88,structured_50,381600
7,89,structured_50,380800
7,89,dense,489900
7,90,dense,465000
7,90,structured_50,385100
7,91,structured_50,376700
7,91,dense,529500
7,92,dense,488700
7,92,structured_50,382500
7,93,structured_50,379400
7,93,dense,453600
7,94,dense,481300
7,94,structured_50,371000
7,95,structured_50,371700
7,95,dense,442100
7,96,dense,460900
7,96,structured_50,384500
7,97,structured_50,373300
7,97,dense,440900
7,98,dense,445300
7,98,structured_50,433200
7,99,structured_50,383200
7,99,dense,450600
7,100,dense,448800
7,100,structured_50,364600
7,101,structured_50,392600
7,101,dense,454900
7,102,dense,446500
7,102,structured_50,360900
7,103,structured_50,355100
7,103,dense,460200
7,104,dense,440800
7,104,structured_50,356000
7,105,structured_50,357300
7,105,dense,434300
7,106,dense,474000
7,106,structured_50,375500
7,107,structured_50,360500
7,107,dense,428200
7,108,dense,432600
7,108,structured_50,374600
7,109,structured_50,352300
7,109,dense,421200
7,110,dense,751300
7,110,structured_50,632300
7,111,structured_50,439200
7,111,dense,815200
7,112,dense,880700
7,112,structured_50,446700
7,113,structured_50,366900
7,113,dense,438700
7,114,dense,460900
7,114,structured_50,360600
7,115,structured_50,343500
7,115,dense,415100
7,116,dense,417600
7,116,structured_50,372900
7,117,structured_50,345100
7,117,dense,411500
7,118,dense,416000
7,118,structured_50,338100
7,119,structured_50,362000
7,119,dense,422500
7,120,dense,409000
7,120,structured_50,336900
7,121,structured_50,331200
7,121,dense,409400
7,122,dense,418200
7,122,structured_50,334200
7,123,structured_50,329300
7,123,dense,404300
7,124,dense,435900
7,124,structured_50,419100
7,125,structured_50,407000
7,125,dense,480900
7,126,dense,452400
7,126,structured_50,390000
7,127,structured_50,362500
7,127,dense,420400
7,128,dense,407400
7,128,structured_50,339300
7,129,structured_50,328500
7,129,dense,433100
7,130,dense,407800
7,130,structured_50,336500
7,131,structured_50,325800
7,131,dense,403400
7,132,dense,434700
7,132,structured_50,336800
7,133,structured_50,331200
7,133,dense,397500
7,134,dense,397600
7,134,structured_50,354600
7,135,structured_50,336500
7,135,dense,404100
7,136,dense,397700
7,136,structured_50,332800
7,137,structured_50,329800
7,137,dense,428800
7,138,dense,411600
7,138,structured_50,334800
7,139,structured_50,358000
7,139,dense,438400
7,140,dense,446300
7,140,structured_50,351900
7,141,structured_50,344600
7,141,dense,432900
7,142,dense,430800
7,142,structured_50,376200
7,143,structured_50,354600
7,143,dense,434700
7,144,dense,422200
7,144,structured_50,356600
7,145,structured_50,385700
7,145,dense,452700
7,146,dense,471400
7,146,structured_50,396000
7,147,structured_50,396000
7,147,dense,502900
7,148,dense,475200
7,148,structured_50,394000
7,149,structured_50,379900
7,149,dense,508400
7,150,dense,498700
7,150,structured_50,386300
7,151,structured_50,383100
7,151,dense,472800
7,152,dense,509600
7,152,structured_50,407600
7,153,structured_50,394600
7,153,dense,473800
7,154,dense,502300
7,154,structured_50,403300
7,155,structured_50,395300
7,155,dense,471200
7,156,dense,472000
7,156,structured_50,420700
7,157,structured_50,390400
7,157,dense,473900
7,158,dense,474800
7,158,structured_50,412600
7,159,structured_50,399700
7,159,dense,471900
7,160,dense,475600
7,160,structured_50,392400
7,161,structured_50,418400
7,161,dense,471800
7,162,dense,462200
7,162,structured_50,375000
7,163,structured_50,375800
7,163,dense,490700
7,164,dense,467000
7,164,structured_50,374500
7,165,structured_50,381100
7,165,dense,503400
7,166,dense,480400
7,166,structured_50,389800
7,167,structured_50,378200
7,167,dense,457800
7,168,dense,495900
7,168,structured_50,386500
7,169,structured_50,376200
7,169,dense,460000
7,170,dense,481400
7,170,structured_50,398800
7,171,structured_50,363300
7,171,dense,444300
7,172,dense,465200
7,172,structured_50,387200
7,173,structured_50,370900
7,173,dense,441000
7,174,dense,438500
7,174,structured_50,365500
7,175,structured_50,372300
7,175,dense,432900
7,176,dense,425800
7,176,structured_50,346900
7,177,structured_50,348200
7,177,dense,559100
7,178,dense,464000
7,178,structured_50,368900
7,179,structured_50,358000
7,179,dense,456500
7,180,dense,426900
7,180,structured_50,345100
7,181,structured_50,338200
7,181,dense,411500
7,182,dense,436200
7,182,structured_50,356800
7,183,structured_50,353300
7,183,dense,418100
7,184,dense,420800
7,184,structured_50,362000
7,185,structured_50,368500
7,185,dense,426200
7,186,dense,419900
7,186,structured_50,349400
7,187,structured_50,342600
7,187,dense,448400
7,188,dense,425100
7,188,structured_50,347300
7,189,structured_50,347600
7,189,dense,424500
7,190,dense,449200
7,190,structured_50,356500
7,191,structured_50,349300
7,191,dense,424300
7,192,dense,428700
7,192,structured_50,388900
7,193,structured_50,349300
7,193,dense,428500
7,194,dense,423400
7,194,structured_50,355800
7,195,structured_50,373400
7,195,dense,432100
7,196,dense,424700
7,196,structured_50,346400
7,197,structured_50,342500
7,197,dense,452500
7,198,dense,432500
7,198,structured_50,347000
7,199,structured_50,342500
7,199,dense,422900
7,200,dense,454300
7,200,structured_50,364900
7,201,structured_50,352700
7,201,dense,446200
7,202,dense,477900
7,202,structured_50,369600
7,203,structured_50,352600
7,203,dense,427600
7,204,dense,436500
7,204,structured_50,377400
7,205,structured_50,369100
7,205,dense,436700
7,206,dense,442300
7,206,structured_50,371400
7,207,structured_50,395200
7,207,dense,445800
7,208,dense,435700
7,208,structured_50,358900
7,209,structured_50,352300
7,209,dense,460500
7,210,dense,444100
7,210,structured_50,360500
7,211,structured_50,355000
7,211,dense,435600
7,212,dense,465800
7,212,structured_50,367600
7,213,structured_50,358600
7,213,dense,437000
7,214,dense,436900
7,214,structured_50,383500
7,215,structured_50,357500
7,215,dense,436100
7,216,dense,436700
7,216,structured_50,360600
7,217,structured_50,386400
7,217,dense,439700
7,218,dense,436800
7,218,structured_50,879800
7,219,structured_50,461100
7,219,dense,549100
7,220,dense,529700
7,220,structured_50,377100
7,221,structured_50,364500
7,221,dense,440600
7,222,dense,472900
7,222,structured_50,354100
7,223,structured_50,354900
7,223,dense,436300
7,224,dense,431200
7,224,structured_50,393600
7,225,structured_50,347700
7,225,dense,419600
7,226,dense,419700
7,226,structured_50,343400
7,227,structured_50,366900
7,227,dense,434300
7,228,dense,441600
7,228,structured_50,345200
7,229,structured_50,339900
7,229,dense,438300
7,230,dense,438100
7,230,structured_50,353000
7,231,structured_50,343100
7,231,dense,445200
7,232,dense,465000
7,232,structured_50,452800
7,233,structured_50,398100
7,233,dense,501800
7,234,dense,443400
7,234,structured_50,382400
7,235,structured_50,352300
7,235,dense,430500
7,236,dense,420600
7,236,structured_50,351400
7,237,structured_50,514000
7,237,dense,439400
7,238,dense,417600
7,238,structured_50,342400
7,239,structured_50,345500
7,239,dense,440900
7,240,dense,418200
7,240,structured_50,375400
7,241,structured_50,346600
7,241,dense,416500
7,242,dense,431500
7,242,structured_50,347400
7,243,structured_50,335900
7,243,dense,397100
7,244,dense,397100
7,244,structured_50,351500
7,245,structured_50,357200
7,245,dense,478000
7,246,dense,1058100
7,246,structured_50,456500
7,247,structured_50,350600
7,247,dense,423900
7,248,dense,481400
7,248,structured_50,338100
7,249,structured_50,321600
7,249,dense,388400
7,250,dense,387700
7,250,structured_50,322500
7,251,structured_50,341600
7,251,dense,407400
7,252,dense,389700
7,252,structured_50,313600
7,253,structured_50,310300
7,253,dense,396000
7,254,dense,402800
7,254,structured_50,322700
7,255,structured_50,317700
7,255,dense,389100
7,256,dense,389300
7,256,structured_50,351800
7,257,structured_50,327200
7,257,dense,384600
7,258,dense,383600
7,258,structured_50,321200
7,259,structured_50,325000
7,259,dense,419100
7,260,dense,728100
7,260,structured_50,552400
7,261,structured_50,462400
7,261,dense,465700
7,262,dense,441100
7,262,structured_50,339000
7,263,structured_50,320600
7,263,dense,391500
7,264,dense,391700
7,264,structured_50,408400
7,265,structured_50,343100
7,265,dense,394100
7,266,dense,390100
7,266,structured_50,322000
7,267,structured_50,319500
7,267,dense,417100
7,268,dense,396200
7,268,structured_50,320600
7,269,structured_50,319700
7,269,dense,384100
7,270,dense,409500
7,270,structured_50,327100
7,271,structured_50,318800
7,271,dense,382300
7,272,dense,386700
7,272,structured_50,316700
7,273,structured_50,426900
7,273,dense,492300
7,274,dense,699000
7,274,structured_50,439500
7,275,structured_50,337400
7,275,dense,436700
7,276,dense,426300
7,276,structured_50,334500
7,277,structured_50,323900
7,277,dense,392300
7,278,dense,421300
7,278,structured_50,327000
7,279,structured_50,321600
7,279,dense,391000
7,280,dense,388200
7,280,structured_50,318400
7,281,structured_50,347800
7,281,dense,387100
7,282,dense,387100
7,282,structured_50,319700
7,283,structured_50,311000
7,283,dense,409100
7,284,dense,396600
7,284,structured_50,322100
7,285,structured_50,312500
7,285,dense,380000
7,286,dense,437600
7,286,structured_50,361900
7,287,structured_50,326700
7,287,dense,405800
7,288,dense,406800
7,288,structured_50,356900
7,289,structured_50,755600
7,289,dense,474600
7,290,dense,454900
7,290,structured_50,486300
7,291,structured_50,388300
7,291,dense,437600
7,292,dense,417400
7,292,structured_50,329700
7,293,structured_50,318900
7,293,dense,518500
7,294,dense,389700
7,294,structured_50,321100
7,295,structured_50,313800
7,295,dense,381900
7,296,dense,417100
7,296,structured_50,322100
7,297,structured_50,314500
7,297,dense,382800
7,298,dense,378500
7,298,structured_50,313600
7,299,structured_50,339000
7,299,dense,385500
7,300,dense,383200
7,300,structured_50,318300
7,301,structured_50,310500
7,301,dense,460400
7,302,dense,543200
7,302,structured_50,610400
7,303,structured_50,356500
7,303,dense,415300
7,304,dense,421700
7,304,structured_50,345200
7,305,structured_50,325700
7,305,dense,526100
7,306,dense,400800
7,306,structured_50,318700
7,307,structured_50,350000
7,307,dense,380900
7,308,dense,381400
7,308,structured_50,304500
7,309,structured_50,301600
7,309,dense,383000
7,310,dense,379400
7,310,structured_50,302800
7,311,structured_50,296600
7,311,dense,366800
7,312,dense,379800
7,312,structured_50,326700
7,313,structured_50,342500
7,313,dense,437200
7,314,dense,457400
7,314,structured_50,383500
7,315,structured_50,412000
7,315,dense,488900
7,316,dense,513400
7,316,structured_50,419800
7,317,structured_50,840900
7,317,dense,896100
7,318,dense,863400
7,318,structured_50,746500
7,319,structured_50,707900
7,319,dense,814600
7,320,dense,849000
7,320,structured_50,682700
7,321,structured_50,654500
7,321,dense,605200
7,322,dense,464900
7,322,structured_50,373500
7,323,structured_50,363900
7,323,dense,474100
7,324,dense,452700
7,324,structured_50,363800
7,325,structured_50,357700
7,325,dense,452700
7,326,dense,888400
7,326,structured_50,693500
7,327,structured_50,703400
7,327,dense,789600
7,328,dense,771600
7,328,structured_50,690000
7,329,structured_50,646500
7,329,dense,762400
7,330,dense,759400
7,330,structured_50,642700
7,331,structured_50,640100
7,331,dense,795200
7,332,dense,736800
7,332,structured_50,648100
7,333,structured_50,619900
7,333,dense,749300
7,334,dense,633100
7,334,structured_50,512600
7,335,structured_50,373200
7,335,dense,428000
7,336,dense,445300
7,336,structured_50,347800
7,337,structured_50,327300
7,337,dense,397700
7,338,dense,389600
7,338,structured_50,340800
7,339,structured_50,339000
7,339,dense,393400
7,340,dense,398400
7,340,structured_50,327300
7,341,structured_50,317000
7,341,dense,421700
7,342,dense,414300
7,342,structured_50,329500
7,343,structured_50,324900
7,343,dense,395500
7,344,dense,411100
7,344,structured_50,330400
7,345,structured_50,314700
7,345,dense,387200
7,346,dense,392400
7,346,structured_50,367600
7,347,structured_50,363800
7,347,dense,718200
7,348,dense,787800
7,348,structured_50,667500
7,349,structured_50,628000
7,349,dense,671200
7,350,dense,706500
7,350,structured_50,591200
7,351,structured_50,571000
7,351,dense,719800
7,352,dense,679600
7,352,structured_50,575500
7,353,structured_50,553000
7,353,dense,456500
7,354,dense,443000
7,354,structured_50,379000
7,355,structured_50,348800
7,355,dense,443700
7,356,dense,434500
7,356,structured_50,363900
7,357,structured_50,963100
7,357,dense,531300
7,358,dense,442400
7,358,structured_50,363600
7,359,structured_50,371400
7,359,dense,423800
7,360,dense,411100
7,360,structured_50,334000
7,361,structured_50,336400
7,361,dense,417100
7,362,dense,432600
7,362,structured_50,338300
7,363,structured_50,331700
7,363,dense,398800
7,364,dense,400200
7,364,structured_50,360400
7,365,structured_50,329600
7,365,dense,401400
7,366,dense,397500
7,366,structured_50,333400
7,367,structured_50,348100
7,367,dense,418700
7,368,dense,396100
7,368,structured_50,319600
7,369,structured_50,317400
7,369,dense,385400
7,370,dense,440000
7,370,structured_50,334600
7,371,structured_50,332200
7,371,dense,532500
7,372,dense,446000
7,372,structured_50,356100
7,373,structured_50,322800
7,373,dense,388500
7,374,dense,393800
7,374,structured_50,327400
7,375,structured_50,356500
7,375,dense,465100
7,376,dense,444800
7,376,structured_50,343600
7,377,structured_50,327700
7,377,dense,425300
7,378,dense,426500
7,378,structured_50,335500
7,379,structured_50,325700
7,379,dense,394700
7,380,dense,414900
7,380,structured_50,345900
7,381,structured_50,319700
7,381,dense,387500
7,382,dense,392000
7,382,structured_50,316000
7,383,structured_50,355800
7,383,dense,395600
7,384,dense,392300
7,384,structured_50,339400
7,385,structured_50,355600
7,385,dense,440000
7,386,dense,444700
7,386,structured_50,363500
7,387,structured_50,343700
7,387,dense,410900
7,388,dense,455800
7,388,structured_50,352300
7,389,structured_50,327300
7,389,dense,395400
7,390,dense,387700
7,390,structured_50,317500
7,391,structured_50,344600
7,391,dense,399700
7,392,dense,389800
7,392,structured_50,323100
7,393,structured_50,322300
7,393,dense,412700
7,394,dense,401200
7,394,structured_50,326200
7,395,structured_50,316100
7,395,dense,390200
7,396,dense,385600
7,396,structured_50,345600
7,397,structured_50,320400
7,397,dense,392000
7,398,dense,394400
7,398,structured_50,322600
7,399,structured_50,322600
7,399,dense,404400
7,400,dense,389400
7,400,structured_50,387500
7,401,structured_50,671700
7,401,dense,891700
7,402,dense,420900
7,402,structured_50,335000
7,403,structured_50,325200
7,403,dense,426600
7,404,dense,402700
7,404,structured_50,328000
7,405,structured_50,327600
7,405,dense,399000
7,406,dense,427800
7,406,structured_50,327700
7,407,structured_50,317900
7,407,dense,388700
7,408,dense,396900
7,408,structured_50,339800
7,409,structured_50,343000
7,409,dense,394800
7,410,dense,393900
7,410,structured_50,324100
7,411,structured_50,320600
7,411,dense,421500
7,412,dense,407900
7,412,structured_50,334400
7,413,structured_50,325300
7,413,dense,669500
7,414,dense,1339800
7,414,structured_50,439200
7,415,structured_50,372000
7,415,dense,422600
7,416,dense,431000
7,416,structured_50,340600
7,417,structured_50,325000
7,417,dense,398300
7,418,dense,660000
7,418,structured_50,374800
7,419,structured_50,337900
7,419,dense,407900
7,420,dense,392100
7,420,structured_50,331500
7,421,structured_50,336400
7,421,dense,399700
7,422,dense,386800
7,422,structured_50,316100
7,423,structured_50,317100
7,423,dense,384200
7,424,dense,410200
7,424,structured_50,327400
7,425,structured_50,312200
7,425,dense,381000
7,426,dense,379200
7,426,structured_50,1197800
7,427,structured_50,424500
7,427,dense,426600
7,428,dense,411000
7,428,structured_50,325300
7,429,structured_50,356100
7,429,dense,393900
7,430,dense,390200
7,430,structured_50,319000
7,431,structured_50,309900
7,431,dense,402200
7,432,dense,401700
7,432,structured_50,328500
7,433,structured_50,308900
7,433,dense,382800
7,434,dense,383300
7,434,structured_50,338700
7,435,structured_50,317700
7,435,dense,375200
7,436,dense,382900
7,436,structured_50,315500
7,437,structured_50,324800
7,437,dense,399800
7,438,dense,383600
7,438,structured_50,309100
7,439,structured_50,311600
7,439,dense,382000
7,440,dense,402600
7,440,structured_50,342300
7,441,structured_50,1087400
7,441,dense,556500
7,442,dense,468200
7,442,structured_50,340100
7,443,structured_50,325800
7,443,dense,408100
7,444,dense,403800
7,444,structured_50,321400
7,445,structured_50,317200
7,445,dense,380100
7,446,dense,378900
7,446,structured_50,338800
7,447,structured_50,330400
7,447,dense,380600
7,448,dense,381100
7,448,structured_50,315700
7,449,structured_50,308300
7,449,dense,406900
7,450,dense,390400
7,450,structured_50,319500
7,451,structured_50,310000
7,451,dense,373900
7,452,dense,401900
7,452,structured_50,324400
7,453,structured_50,309700
7,453,dense,383000
7,454,dense,385900
7,454,structured_50,409300
7,455,structured_50,370500
7,455,dense,762300
7,456,dense,431700
7,456,structured_50,334400
7,457,structured_50,327300
7,457,dense,416400
7,458,dense,391900
7,458,structured_50,327900
7,459,structured_50,318400
7,459,dense,397300
7,460,dense,419900
7,460,structured_50,427600
7,461,structured_50,338500
7,461,dense,407500
7,462,dense,440900
7,462,structured_50,390800
7,463,structured_50,353800
7,463,dense,417100
7,464,dense,410700
7,464,structured_50,337300
7,465,structured_50,334200
7,465,dense,458200
7,466,dense,439700
7,466,structured_50,350400
7,467,structured_50,359300
7,467,dense,448800
7,468,dense,446500
7,468,structured_50,357600
7,469,structured_50,354200
7,469,dense,536100
7,470,dense,485400
7,470,structured_50,396900
7,471,structured_50,358300
7,471,dense,427700
7,472,dense,423300
7,472,structured_50,379400
7,473,structured_50,350500
7,473,dense,421500
7,474,dense,428400
7,474,structured_50,350300
7,475,structured_50,370100
7,475,dense,437900
7,476,dense,437000
7,476,structured_50,348400
7,477,structured_50,343300
7,477,dense,439700
7,478,dense,438100
7,478,structured_50,346100
7,479,structured_50,348100
7,479,dense,417600
7,480,dense,423900
7,480,structured_50,353100
7,481,structured_50,340800
7,481,dense,407100
7,482,dense,411400
7,482,structured_50,438800
7,483,structured_50,499000
7,483,dense,453600
7,484,dense,416300
7,484,structured_50,343200
7,485,structured_50,355800
