batch_characters,iteration,model,latency_ns
10,613,dense,480300
10,614,dense,476200
10,614,structured_50,386700
10,615,structured_50,412900
10,615,dense,484400
10,616,dense,483300
10,616,structured_50,387400
10,617,structured_50,398900
10,617,dense,498600
10,618,dense,486200
10,618,structured_50,470300
10,619,structured_50,791200
10,619,dense,769900
10,620,dense,753700
10,620,structured_50,663100
10,621,structured_50,618700
10,621,dense,534700
10,622,dense,527400
10,622,structured_50,490300
10,623,structured_50,474800
10,623,dense,629500
10,624,dense,510000
10,624,structured_50,404400
10,625,structured_50,404900
10,625,dense,521000
10,626,dense,513100
10,626,structured_50,408100
10,627,structured_50,403900
10,627,dense,536200
10,628,dense,600300
10,628,structured_50,966600
10,629,structured_50,850600
10,629,dense,991300
10,630,dense,1050600
10,630,structured_50,826600
10,631,structured_50,919400
10,631,dense,1091200
10,632,dense,1029700
10,632,structured_50,925600
10,633,structured_50,1054800
10,633,dense,1103000
10,634,dense,1168100
10,634,structured_50,992100
10,635,structured_50,958000
10,635,dense,1117100
10,636,dense,1120300
10,636,structured_50,908700
10,637,structured_50,928500
10,637,dense,1072700
10,638,dense,1067400
10,638,structured_50,881200
10,639,structured_50,905200
10,639,dense,1140400
10,640,dense,1086000
10,640,structured_50,932300
10,641,structured_50,901200
10,641,dense,1018500
10,642,dense,1013300
10,642,structured_50,839700
10,643,structured_50,837600
10,643,dense,975400
10,644,dense,1002700
10,644,structured_50,791700
10,645,structured_50,806600
10,645,dense,943100
10,646,dense,606900
10,646,structured_50,479600
10,647,structured_50,450700
10,647,dense,538200
10,648,dense,513600
10,648,structured_50,432300
10,649,structured_50,423800
10,649,dense,521700
10,650,dense,516100
10,650,structured_50,404900
10,651,structured_50,426100
10,651,dense,496200
10,652,dense,502800
10,652,structured_50,395100
10,653,structured_50,420400
10,653,dense,504200
10,654,dense,497900
10,654,structured_50,388600
10,655,structured_50,384000
10,655,dense,508200
10,656,dense,511600
10,656,structured_50,429200
10,657,structured_50,721500
10,657,dense,526400
10,658,dense,538600
10,658,structured_50,399600
10,659,structured_50,391000
10,659,dense,487400
10,660,dense,521100
10,660,structured_50,392600
10,661,structured_50,394300
10,661,dense,482100
10,662,dense,510300
10,662,structured_50,409200
10,663,structured_50,385000
10,663,dense,480000
10,664,dense,487500
10,664,structured_50,409100
10,665,structured_50,392500
10,665,dense,488200
10,666,dense,489700
10,666,structured_50,395100
10,667,structured_50,424200
10,667,dense,496900
10,668,dense,491500
10,668,structured_50,591200
10,669,structured_50,733900
10,669,dense,645100
10,670,dense,529800
10,670,structured_50,437800
10,671,structured_50,400100
10,671,dense,489400
10,672,dense,484700
10,672,structured_50,410800
10,673,structured_50,397800
10,673,dense,485000
10,674,dense,490600
10,674,structured_50,392300
10,675,structured_50,416200
10,675,dense,494200
10,676,dense,492600
10,676,structured_50,396900
10,677,structured_50,411600
10,677,dense,501500
10,678,dense,493100
10,678,structured_50,405600
10,679,structured_50,417200
10,679,dense,521700
10,680,dense,520600
10,680,structured_50,540600
10,681,structured_50,538500
10,681,dense,557300
10,682,dense,510800
10,682,structured_50,414100
10,683,structured_50,438900
10,683,dense,509000
10,684,dense,493800
10,684,structured_50,401100
10,685,structured_50,400800
10,685,dense,526900
10,686,dense,499000
10,686,structured_50,395800
10,687,structured_50,434100
10,687,dense,508900
10,688,dense,494200
10,688,structured_50,405800
10,689,structured_50,399100
10,689,dense,539900
10,690,dense,530800
10,690,structured_50,401200
10,691,structured_50,402700
10,691,dense,535800
10,692,dense,683800
10,692,structured_50,453800
10,693,structured_50,419400
10,693,dense,545000
10,694,dense,515700
10,694,structured_50,409300
10,695,structured_50,405700
10,695,dense,540800
10,696,dense,497200
10,696,structured_50,397400
10,697,structured_50,392100
10,697,dense,501100
10,698,dense,503900
10,698,structured_50,393900
10,699,structured_50,390300
10,699,dense,498800
10,700,dense,536400
10,700,structured_50,409600
10,701,structured_50,400200
10,701,dense,500400
10,702,dense,528800
10,702,structured_50,408100
10,703,structured_50,400600
10,703,dense,503600
10,704,dense,665000
10,704,structured_50,472400
10,705,structured_50,423900
10,705,dense,514800
10,706,dense,535600
10,706,structured_50,420900
10,707,structured_50,410100
10,707,dense,507300
10,708,dense,517800
10,708,structured_50,435300
10,709,structured_50,406200
10,709,dense,502500
10,710,dense,516000
10,710,structured_50,456400
10,711,structured_50,429600
10,711,dense,520900
10,712,dense,518500
10,712,structured_50,444000
10,713,structured_50,436700
10,713,dense,515700
10,714,dense,515300
10,714,structured_50,436700
10,715,structured_50,425000
10,715,dense,563300
10,716,dense,534200
10,716,structured_50,488900
10,717,structured_50,517600
10,717,dense,549600
10,718,dense,534200
10,718,structured_50,451400
10,719,structured_50,424900
10,719,dense,531800
10,720,dense,527500
10,720,structured_50,451400
10,721,structured_50,431300
10,721,dense,519000
10,722,dense,520400
10,722,structured_50,439700
10,723,structured_50,432100
10,723,dense,516300
10,724,dense,516500
10,724,structured_50,412900
10,725,structured_50,439100
10,725,dense,519600
10,726,dense,512600
10,726,structured_50,695900
10,727,structured_50,501000
10,727,dense,547100
10,728,dense,527800
10,728,structured_50,445000
10,729,structured_50,408100
10,729,dense,505100
10,730,dense,494400
10,730,structured_50,430500
10,731,structured_50,397600
10,731,dense,498000
10,732,dense,480600
10,732,structured_50,413200
10,733,structured_50,417200
10,733,dense,549400
10,734,dense,497000
10,734,structured_50,403200
10,735,structured_50,401800
10,735,dense,479800
10,736,dense,487000
10,736,structured_50,387100
10,737,structured_50,405800
10,737,dense,481200
10,738,dense,579100
10,738,structured_50,659800
10,739,structured_50,410800
10,739,dense,587100
10,740,dense,504300
10,740,structured_50,387900
10,741,structured_50,382600
10,741,dense,497200
10,742,dense,481200
10,742,structured_50,381500
10,743,structured_50,387100
10,743,dense,473800
10,744,dense,507300
10,744,structured_50,383000
10,745,structured_50,375900
10,745,dense,469000
10,746,dense,514800
10,746,structured_50,411100
10,747,structured_50,387500
10,747,dense,484800
10,748,dense,478200
10,748,structured_50,397400
10,749,structured_50,391100
10,749,dense,516200
10,750,dense,619100
10,750,structured_50,794000
10,751,structured_50,426300
10,751,dense,528000
10,752,dense,552200
10,752,structured_50,415000
10,753,structured_50,394800
10,753,dense,489900
10,754,dense,519300
10,754,structured_50,426700
10,755,structured_50,403900
10,755,dense,495500
10,756,dense,498500
10,756,structured_50,426800
10,757,structured_50,403800
10,757,dense,496800
10,758,dense,498100
10,758,structured_50,421400
10,759,structured_50,415400
10,759,dense,495300
10,760,dense,500800
10,760,structured_50,401100
10,761,structured_50,487000
10,761,dense,1008200
10,762,dense,601800
10,762,structured_50,449500
10,763,structured_50,409600
10,763,dense,500800
10,764,dense,499300
10,764,structured_50,440700
10,765,structured_50,407000
10,765,dense,494900
10,766,dense,501100
10,766,structured_50,456400
10,767,structured_50,398100
10,767,dense,498300
10,768,dense,485900
10,768,structured_50,406500
10,769,structured_50,439000
10,769,dense,502900
10,770,dense,523700
10,770,structured_50,405500
10,771,structured_50,432700
10,771,dense,502500
10,772,dense,499500
10,772,structured_50,405300
10,773,structured_50,432400
10,773,dense,684200
10,774,dense,525300
10,774,structured_50,416600
10,775,structured_50,429300
10,775,dense,497000
10,776,dense,499400
10,776,structured_50,395900
10,777,structured_50,398700
10,777,dense,515100
10,778,dense,495600
10,778,structured_50,409300
10,779,structured_50,408200
10,779,dense,517600
10,780,dense,498900
10,780,structured_50,397700
10,781,structured_50,391100
10,781,dense,510700
10,782,dense,508100
10,782,structured_50,408700
10,783,structured_50,421500
10,783,dense,518100
10,784,dense,525000
10,784,structured_50,411900
10,785,structured_50,539000
10,785,dense,669400
10,786,dense,603000
10,786,structured_50,444300
10,787,structured_50,426100
10,787,dense,505000
10,788,dense,526900
10,788,structured_50,399800
10,789,structured_50,399800
10,789,dense,487700
10,790,dense,523100
10,790,structured_50,398500
10,791,structured_50,396700
10,791,dense,491700
10,792,dense,501600
10,792,structured_50,406800
10,793,structured_50,398400
10,793,dense,492300
10,794,dense,486700
10,794,structured_50,426000
10,795,structured_50,392800
10,795,dense,486100
10,796,dense,510800
10,796,structured_50,594600
10,797,structured_50,524200
10,797,dense,510100
10,798,dense,502600
10,798,structured_50,407000
10,799,structured_50,384800
10,799,dense,472300
10,800,dense,473800
10,800,structured_50,391100
10,801,structured_50,421100
10,801,dense,509000
10,802,dense,488900
10,802,structured_50,377500
10,803,structured_50,396300
10,803,dense,471700
10,804,dense,463400
10,804,structured_50,371200
10,805,structured_50,373800
10,805,dense,500400
10,806,dense,513400
10,806,structured_50,410600
10,807,structured_50,403900
10,807,dense,585600
10,808,dense,599300
10,808,structured_50,490200
10,809,structured_50,963300
10,809,dense,641300
10,810,dense,775300
10,810,structured_50,526100
10,811,structured_50,469700
10,811,dense,553000
10,812,dense,661400
10,812,structured_50,441800
10,813,structured_50,415300
10,813,dense,512200
10,814,dense,546400
10,814,structured_50,409500
10,815,structured_50,398800
10,815,dense,503800
10,816,dense,680300
10,816,structured_50,423000
10,817,structured_50,403000
10,817,dense,495800
10,818,dense,570000
10,818,structured_50,478600
10,819,structured_50,650100
10,819,dense,530100
10,820,dense,597600
10,820,structured_50,462700
10,821,structured_50,398000
10,821,dense,560600
10,822,dense,496000
10,822,structured_50,380900
10,823,structured_50,377900
10,823,dense,463800
10,824,dense,490000
10,824,structured_50,379900
10,825,structured_50,369500
10,825,dense,460400
10,826,dense,462300
10,826,structured_50,400900
10,827,structured_50,382400
10,827,dense,461700
10,828,dense,470600
10,828,structured_50,386300
10,829,structured_50,385800
10,829,dense,464900
10,830,dense,540800
10,830,structured_50,406600
10,831,structured_50,712800
10,831,dense,588000
10,832,dense,553800
10,832,structured_50,738600
10,833,structured_50,491700
10,833,dense,575500
10,834,dense,517600
10,834,structured_50,426700
10,835,structured_50,399100
10,835,dense,519600
10,836,dense,499800
10,836,structured_50,390300
10,837,structured_50,386400
10,837,dense,500500
10,838,dense,521200
10,838,structured_50,408600
10,839,structured_50,432500
10,839,dense,530300
10,840,dense,624600
10,840,structured_50,466200
10,841,structured_50,532100
10,841,dense,938600
10,842,dense,688200
10,842,structured_50,537000
10,843,structured_50,549600
10,843,dense,606400
10,844,dense,592200
10,844,structured_50,488000
10,845,structured_50,489100
10,845,dense,586000
10,846,dense,584200
10,846,structured_50,504800
10,847,structured_50,471400
10,847,dense,590400
10,848,dense,581100
10,848,structured_50,510000
10,849,structured_50,474200
10,849,dense,598800
10,850,dense,617900
10,850,structured_50,501000
10,851,structured_50,496500
10,851,dense,925300
10,852,dense,701400
10,852,structured_50,520800
10,853,structured_50,477100
10,853,dense,617500
10,854,dense,582700
10,854,structured_50,458700
10,855,structured_50,450900
10,855,dense,580900
10,856,dense,557100
10,856,structured_50,432800
10,857,structured_50,420400
10,857,dense,558800
10,858,dense,530800
10,858,structured_50,413000
10,859,structured_50,417900
10,859,dense,602000
10,860,dense,531500
10,860,structured_50,403100
10,861,structured_50,402900
10,861,dense,682600
10,862,dense,639800
10,862,structured_50,420400
10,863,structured_50,393500
10,863,dense,527500
10,864,dense,498100
10,864,structured_50,394700
10,865,structured_50,392500
10,865,dense,501900
10,866,dense,498700
10,866,structured_50,403000
10,867,structured_50,394500
10,867,dense,474900
10,868,dense,507000
10,868,structured_50,387600
10,869,structured_50,392000
10,869,dense,479600
10,870,dense,501500
10,870,structured_50,394700
10,871,structured_50,390400
10,871,dense,476000
10,872,dense,475600
10,872,structured_50,413800
10,873,structured_50,401800
10,873,dense,649800
10,874,dense,610700
10,874,structured_50,417400
10,875,structured_50,409600
10,875,dense,497700
10,876,dense,499900
10,876,structured_50,407300
10,877,structured_50,389500
10,877,dense,478100
10,878,dense,482800
10,878,structured_50,409800
10,879,structured_50,389200
10,879,dense,480500
10,880,dense,487500
10,880,structured_50,397900
10,881,structured_50,400600
10,881,dense,479300
10,882,dense,480600
10,882,structured_50,384800
10,883,structured_50,403400
10,883,dense,492900
10,884,dense,495300
10,884,structured_50,383700
10,885,structured_50,382100
10,885,dense,991700
10,886,dense,612100
10,886,structured_50,452700
10,887,structured_50,428900
10,887,dense,497500
10,888,dense,489800
10,888,structured_50,396700
10,889,structured_50,430000
10,889,dense,489900
10,890,dense,489400
10,890,structured_50,392500
10,891,structured_50,402400
10,891,dense,500200
10,892,dense,602100
10,892,structured_50,402400
10,893,structured_50,397500
10,893,dense,515600
10,894,dense,497700
10,894,structured_50,392000
10,895,structured_50,384600
10,895,dense,509400
10,896,dense,491900
10,896,structured_50,418300
10,897,structured_50,702900
10,897,dense,602200
10,898,dense,510900
10,898,structured_50,460600
10,899,structured_50,397200
10,899,dense,494300
10,900,dense,480000
10,900,structured_50,404500
10,901,structured_50,410000
10,901,dense,491900
10,902,dense,489500
10,902,structured_50,395100
10,903,structured_50,408500
10,903,dense,485300
10,904,dense,480100
10,904,structured_50,388500
10,905,structured_50,395200
10,905,dense,493200
10,906,dense,480400
10,906,structured_50,385300
10,907,structured_50,389100
10,907,dense,512000
10,908,dense,484900
10,908,structured_50,620000
10,909,structured_50,713500
10,909,dense,574100
10,910,dense,644200
10,910,structured_50,434600
10,911,structured_50,401300
10,911,dense,483400
10,912,dense,496400
10,912,structured_50,394100
10,913,structured_50,380200
10,913,dense,470200
10,914,dense,462700
10,914,structured_50,400900
10,915,structured_50,376600
10,915,dense,461900
10,916,dense,463900
10,916,structured_50,370000
10,917,structured_50,403100
10,917,dense,463700
10,918,dense,472200
10,918,structured_50,371300
10,919,structured_50,376100
10,919,dense,490500
10,920,dense,466600
10,920,structured_50,449800
10,921,structured_50,621100
10,921,dense,886900
10,922,dense,792800
10,922,structured_50,459300
10,923,structured_50,427700
10,923,dense,509800
10,924,dense,510400
10,924,structured_50,432900
10,925,structured_50,434300
10,925,dense,535200
10,926,dense,559000
10,926,structured_50,465600
10,927,structured_50,488800
10,927,dense,582000
10,928,dense,593400
10,928,structured_50,518100
10,929,structured_50,516300
10,929,dense,634800
10,930,dense,628800
10,930,structured_50,608200
10,931,structured_50,707600
10,931,dense,1005600
10,932,dense,649800
10,932,structured_50,505200
10,933,structured_50,480800
10,933,dense,635600
10,934,dense,598500
10,934,structured_50,484700
10,935,structured_50,498800
10,935,dense,614500
10,936,dense,591300
10,936,structured_50,477100
10,937,structured_50,514900
10,937,dense,594300
10,938,dense,588200
10,938,structured_50,471600
10,939,structured_50,484300
10,939,dense,579100
10,940,dense,656900
10,940,structured_50,813400
10,941,structured_50,570600
10,941,dense,688500
10,942,dense,617100
10,942,structured_50,468100
10,943,structured_50,452700
10,943,dense,579200
10,944,dense,582200
10,944,structured_50,455400
10,945,structured_50,440400
10,945,dense,542500
10,946,dense,569600
10,946,structured_50,432800
10,947,structured_50,425600
10,947,dense,526900
10,948,dense,562900
10,948,structured_50,436100
10,949,structured_50,415500
10,949,dense,512100
10,950,dense,546300
10,950,structured_50,411100
10,951,structured_50,674400
10,951,dense,617400
10,952,dense,537200
10,952,structured_50,443000
10,953,structured_50,421900
10,953,dense,508000
10,954,dense,498700
10,954,structured_50,409100
10,955,structured_50,436400
10,955,dense,502400
10,956,dense,516500
10,956,structured_50,462900
10,957,structured_50,428500
10,957,dense,496200
10,958,dense,490600
10,958,structured_50,389000
10,959,structured_50,404900
10,959,dense,499400
10,960,dense,507600
10,960,structured_50,393800
10,961,structured_50,385600
10,961,dense,511500
10,962,dense,511000
10,962,structured_50,502800
10,963,structured_50,700500
10,963,dense,638200
10,964,dense,510100
10,964,structured_50,403900
10,965,structured_50,399200
10,965,dense,533300
10,966,dense,513500
10,966,structured_50,412100
10,967,structured_50,408600
10,967,dense,535000
10,968,dense,511900
10,968,structured_50,399700
10,969,structured_50,395100
10,969,dense,498600
10,970,dense,510800
10,970,structured_50,399500
10,971,structured_50,393300
10,971,dense,496700
10,972,dense,515500
10,972,structured_50,395200
10,973,structured_50,759900
10,973,dense,760300
10,974,dense,561400
10,974,structured_50,432100
10,975,structured_50,406000
10,975,dense,525600
10,976,dense,501700
10,976,structured_50,395700
10,977,structured_50,387800
10,977,dense,508300
10,978,dense,507500
10,978,structured_50,391300
10,979,structured_50,392100
10,979,dense,482700
10,980,dense,517000
10,980,structured_50,393300
10,981,structured_50,386800
10,981,dense,485600
10,982,dense,502200
10,982,structured_50,405100
10,983,structured_50,399200
10,983,dense,477700
10,984,dense,480800
10,984,structured_50,414800
10,985,structured_50,389500
10,985,dense,650200
10,986,dense,654900
10,986,structured_50,457400
10,987,structured_50,416300
10,987,dense,551100
10,988,dense,479400
10,988,structured_50,372900
10,989,structured_50,402400
10,989,dense,502600
10,990,dense,493300
10,990,structured_50,404000
10,991,structured_50,419400
10,991,dense,471400
10,992,dense,466600
10,992,structured_50,370400
10,993,structured_50,376000
10,993,dense,492500
10,994,dense,478400
10,994,structured_50,371000
10,995,structured_50,374600
10,995,dense,475700
10,996,dense,478000
10,996,structured_50,380500
10,997,structured_50,378800
10,997,dense,492600
10,998,dense,840900
10,998,structured_50,527800
10,999,structured_50,493000
10,999,dense,520500
10,1000,dense,517100
10,1000,structured_50,417000
10,1001,structured_50,392300
10,1001,dense,494000
10,1002,dense,505900
10,1002,structured_50,425200
10,1003,structured_50,392900
10,1003,dense,488900
10,1004,dense,485100
10,1004,structured_50,413900
10,1005,structured_50,406400
10,1005,dense,483300
10,1006,dense,488300
10,1006,structured_50,487600
10,1007,structured_50,402200
10,1007,dense,501800
10,1008,dense,499200
10,1008,structured_50,466000
10,1009,structured_50,960300
10,1009,dense,565700
10,1010,dense,495800
10,1010,structured_50,394500
10,1011,structured_50,399800
10,1011,dense,480600
10,1012,dense,459800
10,1012,structured_50,368500
10,1013,structured_50,369800
10,1013,dense,486700
10,1014,dense,462800
10,1014,structured_50,374500
10,1015,structured_50,412000
10,1015,dense,507400
10,1016,dense,554600
10,1016,structured_50,431300
10,1017,structured_50,432100
10,1017,dense,548400
10,1018,dense,617400
10,1018,structured_50,498800
10,1019,structured_50,480600
10,1019,dense,621600
10,1020,dense,586600
10,1020,structured_50,705400
10,1021,structured_50,558200
10,1021,dense,642000
10,1022,dense,678400
10,1022,structured_50,461500
10,1023,structured_50,480600
10,1023,dense,552600
10,1024,dense,703100
10,1024,structured_50,480000
10,1025,structured_50,441600
10,1025,dense,536200
10,1026,dense,528000
10,1026,structured_50,433900
10,1027,structured_50,424500
10,1027,dense,505700
10,1028,dense,519800
10,1028,structured_50,405300
10,1029,structured_50,422500
10,1029,dense,496500
10,1030,dense,492200
10,1030,structured_50,388900
10,1031,structured_50,413500
10,1031,dense,849400
10,1032,dense,561500
10,1032,structured_50,424300
10,1033,structured_50,395600
10,1033,dense,483000
10,1034,dense,498700
10,1034,structured_50,387600
10,1035,structured_50,378600
10,1035,dense,460100
10,1036,dense,465300
10,1036,structured_50,398700
10,1037,structured_50,374700
10,1037,dense,466900
10,1038,dense,459200
10,1038,structured_50,374800
10,1039,structured_50,398900
10,1039,dense,466100
10,1040,dense,469900
10,1040,structured_50,377600
10,1041,structured_50,407200
10,1041,dense,486200
10,1042,dense,470500
10,1042,structured_50,383400
10,1043,structured_50,389900
10,1043,dense,865100
10,1044,dense,743400
10,1044,structured_50,494500
10,1045,structured_50,430500
10,1045,dense,499200
10,1046,dense,525000
10,1046,structured_50,403700
10,1047,structured_50,393000
10,1047,dense,493400
10,1048,dense,509700
10,1048,structured_50,409500
10,1049,structured_50,392300
10,1049,dense,487500
10,1050,dense,486100
10,1050,structured_50,420700
10,1051,structured_50,395300
10,1051,dense,482100
10,1052,dense,491900
10,1052,structured_50,412700
10,1053,structured_50,404100
10,1053,dense,485800
10,1054,dense,669300
10,1054,structured_50,845200
10,1055,structured_50,475700
10,1055,dense,568800
10,1056,dense,514800
10,1056,structured_50,379300
10,1057,structured_50,594100
10,1057,dense,532700
10,1058,dense,487700
10,1058,structured_50,384700
10,1059,structured_50,410200
10,1059,dense,467500
10,1060,dense,462600
10,1060,structured_50,370300
10,1061,structured_50,385600
10,1061,dense,473100
10,1062,dense,472000
10,1062,structured_50,372000
10,1063,structured_50,366100
10,1063,dense,488800
10,1064,dense,466300
10,1064,structured_50,369200
10,1065,structured_50,368200
10,1065,dense,458800
10,1066,dense,745300
10,1066,structured_50,696200
10,1067,structured_50,498800
10,1067,dense,571400
10,1068,dense,555700
10,1068,structured_50,442600
10,1069,structured_50,421300
10,1069,dense,568700
10,1070,dense,533000
10,1070,structured_50,410900
10,1071,structured_50,391100
10,1071,dense,521700
10,1072,dense,490700
10,1072,structured_50,398000
10,1073,structured_50,386200
10,1073,dense,498800
10,1074,dense,511500
10,1074,structured_50,415800
10,1075,structured_50,386100
10,1075,dense,480000
10,1076,dense,507200
10,1076,structured_50,391000
10,1077,structured_50,419200
10,1077,dense,1061200
10,1078,dense,569300
10,1078,structured_50,404600
10,1079,structured_50,415200
10,1079,dense,611700
10,1080,dense,535500
10,1080,structured_50,454100
10,1081,structured_50,414300
10,1081,dense,475400
10,1082,dense,466900
10,1082,structured_50,371500
10,1083,structured_50,366200
10,1083,dense,488200
10,1084,dense,465000
10,1084,structured_50,371100
10,1085,structured_50,369500
10,1085,dense,460500
10,1086,dense,492400
10,1086,structured_50,377000
10,1087,structured_50,367700
10,1087,dense,458600
10,1088,dense,489500
10,1088,structured_50,372800
10,1089,structured_50,709400
10,1089,dense,946800
10,1090,dense,533000
10,1090,structured_50,440300
10,1091,structured_50,429500
10,1091,dense,491600
10,1092,dense,477800
10,1092,structured_50,373800
10,1093,structured_50,366600
10,1093,dense,675800
10,1094,dense,560100
10,1094,structured_50,420600
10,1095,structured_50,391400
10,1095,dense,514700
10,1096,dense,502700
10,1096,structured_50,392900
10,1097,structured_50,395900
10,1097,dense,498200
10,1098,dense,511800
10,1098,structured_50,403000
10,1099,structured_50,398900
10,1099,dense,481500
10,1100,dense,656100
10,1100,structured_50,679800
10,1101,structured_50,437300
10,1101,dense,537000
10,1102,dense,502000
10,1102,structured_50,400000
10,1103,structured_50,374200
10,1103,dense,494000
10,1104,dense,485500
10,1104,structured_50,383900
10,1105,structured_50,379500
10,1105,dense,460600
10,1106,dense,489700
10,1106,structured_50,375500
10,1107,structured_50,368900
10,1107,dense,459600
10,1108,dense,461300
10,1108,structured_50,397000
10,1109,structured_50,372200
10,1109,dense,460000
10,1110,dense,475900
10,1110,structured_50,394400
10,1111,structured_50,458800
10,1111,dense,470600
10,1112,dense,554900
10,1112,structured_50,1096400
10,1113,structured_50,442500
10,1113,dense,540100
10,1114,dense,528000
10,1114,structured_50,398500
10,1115,structured_50,377000
10,1115,dense,467500
10,1116,dense,464600
10,1116,structured_50,401100
10,1117,structured_50,378500
10,1117,dense,465800
10,1118,dense,463200
10,1118,structured_50,371200
10,1119,structured_50,395500
10,1119,dense,466200
10,1120,dense,470600
10,1120,structured_50,372700
10,1121,structured_50,399700
10,1121,dense,471500
10,1122,dense,464000
10,1122,structured_50,372400
10,1123,structured_50,367600
10,1123,dense,491300
10,1124,dense,493600
10,1124,structured_50,679300
10,1125,structured_50,638000
10,1125,dense,617500
10,1126,dense,579800
10,1126,structured_50,408700
10,1127,structured_50,727200
10,1127,dense,544400
10,1128,dense,490600
10,1128,structured_50,412500
10,1129,structured_50,407800
10,1129,dense,485600
10,1130,dense,481200
10,1130,structured_50,396000
10,1131,structured_50,411900
10,1131,dense,494800
10,1132,dense,500400
10,1132,structured_50,393400
10,1133,structured_50,404700
10,1133,dense,494600
10,1134,dense,482700
10,1134,structured_50,387200
10,1135,structured_50,380600
10,1135,dense,801400
10,1136,dense,815800
10,1136,structured_50,597800
10,1137,structured_50,536400
10,1137,dense,502400
10,1138,dense,498700
10,1138,structured_50,396600
10,1139,structured_50,410700
10,1139,dense,504100
10,1140,dense,487000
10,1140,structured_50,391200
10,1141,structured_50,389000
10,1141,dense,510500
10,1142,dense,492800
10,1142,structured_50,399700
10,1143,structured_50,383100
10,1143,dense,507100
10,1144,dense,507300
10,1144,structured_50,393400
10,1145,structured_50,390800
10,1145,dense,507900
10,1146,dense,497900
10,1146,structured_50,659800
10,1147,structured_50,695200
10,1147,dense,521800
10,1148,dense,546000
10,1148,structured_50,396700
10,1149,structured_50,394300
10,1149,dense,476500
10,1150,dense,497100
10,1150,structured_50,379300
10,1151,structured_50,367200
10,1151,dense,470400
10,1152,dense,468900
10,1152,structured_50,405800
10,1153,structured_50,372500
10,1153,dense,468900
10,1154,dense,465500
10,1154,structured_50,383900
10,1155,structured_50,381900
10,1155,dense,465400
10,1156,dense,463600
10,1156,structured_50,377900
10,1157,structured_50,393400
10,1157,dense,464600
10,1158,dense,457800
10,1158,structured_50,399800
10,1159,structured_50,393800
10,1159,dense,828000
10,1160,dense,574000
10,1160,structured_50,448500
10,1161,structured_50,430400
10,1161,dense,493800
10,1162,dense,474300
10,1162,structured_50,379600
10,1163,structured_50,374900
10,1163,dense,492800
10,1164,dense,467400
10,1164,structured_50,376700
10,1165,structured_50,365700
10,1165,dense,454100
10,1166,dense,489200
10,1166,structured_50,374600
10,1167,structured_50,368200
10,1167,dense,458500
10,1168,dense,481200
10,1168,structured_50,378900
10,1169,structured_50,367800
10,1169,dense,464400
10,1170,dense,459700
10,1170,structured_50,391100
10,1171,structured_50,421300
10,1171,dense,510000
10,1172,dense,668900
10,1172,structured_50,479400
10,1173,structured_50,420100
10,1173,dense,606100
10,1174,dense,555500
10,1174,structured_50,427200
10,1175,structured_50,398200
10,1175,dense,498400
10,1176,dense,488600
10,1176,structured_50,418400
10,1177,structured_50,495900
10,1177,dense,557000
10,1178,dense,496100
10,1178,structured_50,432300
10,1179,structured_50,391100
10,1179,dense,486600
10,1180,dense,481900
10,1180,structured_50,420200
10,1181,structured_50,398100
10,1181,dense,582800
10,1182,dense,508000
10,1182,structured_50,508000
10,1183,structured_50,993300
10,1183,dense,657400
10,1184,dense,1234700
10,1184,structured_50,467800
10,1185,structured_50,420600
10,1185,dense,580100
10,1186,dense,523700
10,1186,structured_50,415100
10,1187,structured_50,397600
10,1187,dense,527300
10,1188,dense,497800
10,1188,structured_50,376600
10,1189,structured_50,370700
10,1189,dense,494900
10,1190,dense,492700
10,1190,structured_50,401400
10,1191,structured_50,389600
10,1191,dense,489100
10,1192,dense,524200
10,1192,structured_50,524300
10,1193,structured_50,1126200
10,1193,dense,609000
10,1194,dense,566900
10,1194,structured_50,450100
10,1195,structured_50,419900
10,1195,dense,533900
10,1196,dense,570300
10,1196,structured_50,415700
10,1197,structured_50,453700
10,1197,dense,523600
10,1198,dense,526100
10,1198,structured_50,410200
10,1199,structured_50,397400
10,1199,dense,501900
10,1200,dense,503500
10,1200,structured_50,412900
10,1201,structured_50,436200
10,1201,dense,501600
10,1202,dense,492100
10,1202,structured_50,425600
10,1203,structured_50,400200
10,1203,dense,493900
10,1204,dense,502900
10,1204,structured_50,451400
10,1205,structured_50,432800
10,1205,dense,503500
10,1206,dense,493400
10,1206,structured_50,397500
10,1207,structured_50,422300
10,1207,dense,489600
10,1208,dense,482100
10,1208,structured_50,389900
10,1209,structured_50,410900
10,1209,dense,489200
10,1210,dense,489200
10,1210,structured_50,398000
10,1211,structured_50,389900
10,1211,dense,515400
10,1212,dense,485500
10,1212,structured_50,386100
10,1213,structured_50,385300
10,1213,dense,502900
10,1214,dense,498100
10,1214,structured_50,396100
10,1215,structured_50,387000
10,1215,dense,479700
10,1216,dense,511200
10,1216,structured_50,401800
10,1217,structured_50,428200
10,1217,dense,508300
10,1218,dense,537600
10,1218,structured_50,405400
10,1219,structured_50,386300
10,1219,dense,485400
10,1220,dense,513800
10,1220,structured_50,400000
10,1221,structured_50,387300
10,1221,dense,483700
10,1222,dense,484200
10,1222,structured_50,417800
10,1223,structured_50,396900
10,1223,dense,481900
10,1224,dense,495500
10,1224,structured_50,443600
10,1225,structured_50,411200
10,1225,dense,486500
10,1226,dense,480700
10,1226,structured_50,387500
